Semi-major Axis,Semi-minor Axis,Ellipticity,Orientation Angle,Isophotal Area,Redshift,Ellipticity Proxy,Sersic Index (fitted),Image File
8.522343635559082,5.5131988525390625,0.35308888161520535,1.2717840671539307,1155.0,0.182600006,0.9393047596948622,1.3084879018015123,generated_image_00000.pt
1.6176047325134277,1.3986212015151978,0.1353751794840352,1.1312073469161987,31.0,0.911800027,2.544380669774549,,generated_image_00001.pt
5.994248867034912,4.017861843109131,0.3297138753772517,-0.6558380722999573,649.0,0.477209985,1.0118724318150774,0.9795724854474017,generated_image_00002.pt
2.191859006881714,1.5498597621917725,0.2929017070323756,0.9424693584442139,49.0,0.172110006,1.1485936570490898,0.7455785281480551,generated_image_00003.pt
1.2266994714736938,0.7703107595443726,0.3720460655135355,-0.025289474055171013,13.0,0.346899986,0.8868406534626362,0.4502141711032262,generated_image_00004.pt
4.718389511108398,3.7253196239471436,0.21046797531727568,-1.5025931596755981,507.0,0.168880001,1.622072590636138,1.0865493801784791,generated_image_00005.pt
3.2477474212646484,2.0920181274414062,0.3558556574492514,0.41937175393104553,105.0,1.60128999,0.9313174914746335,,generated_image_00006.pt
6.311554908752441,6.067858695983887,0.03861112139428802,-1.167014479637146,1420.0,0.220689997,8.971541957848588,0.916330664751391,generated_image_00007.pt
0.8046479821205139,0.4996988773345947,0.3789844895680684,0.00261102756485343,6.0,0.941789985,0.868881427901425,,generated_image_00008.pt
1.9930568933486938,1.1927915811538696,0.4015265770212082,0.3960310220718384,28.0,0.199000001,0.8145710363667011,,generated_image_00009.pt
6.878602027893066,5.2343058586120605,0.23904510867372541,-1.4130277633666992,1125.0,0.489050001,1.4217756024228776,,generated_image_00010.pt
5.482475280761719,5.303035736083984,0.032729658683076424,0.7916700839996338,950.0,0.376697391,10.585194451810834,0.8848602692845035,generated_image_00011.pt
2.2172374725341797,1.463366985321045,0.34000439580858366,0.4607257544994354,48.0,0.352090001,0.9787518717600082,0.8721294498815715,generated_image_00012.pt
4.340426921844482,1.731656789779663,0.6010399850151633,-1.130567193031311,104.0,0.0868600011,0.4988294290701166,0.6921009349150106,generated_image_00013.pt
2.2032582759857178,1.0420349836349487,0.5270481926733026,-1.146747350692749,28.0,2.41717005,0.5913728735305673,,generated_image_00014.pt
1.997478723526001,0.9231593012809753,0.5378377299301638,1.3958138227462769,25.0,0.403030008,0.5765576648727596,,generated_image_00015.pt
2.403475284576416,2.198765516281128,0.08517240414700822,0.42112427949905396,82.0,0.836459994,4.059224490696196,,generated_image_00016.pt
2.14090633392334,0.8090468049049377,0.6221007934418548,-0.4858759343624115,22.0,0.885089993,0.4757849095828272,1.1616976080806625,generated_image_00017.pt
1.9965457916259766,1.8391607999801636,0.078828641099005,0.6822195053100586,51.0,0.649540007,4.387422234338413,0.6155864668208355,generated_image_00018.pt
0.7854825258255005,0.7665988206863403,0.024040897815408968,1.2887091636657715,9.0,0.734740019,14.413222565084018,,generated_image_00019.pt
1.691357970237732,0.8315069675445557,0.5083790763538474,1.3198707103729248,19.0,1.51563501,0.618283578058466,0.4626405274135759,generated_image_00020.pt
9.194561004638672,7.26397180557251,0.20997078578217887,0.21308235824108124,1188.0,0.126460001,1.6260313138662679,1.0091760606771114,generated_image_00021.pt
8.426901817321777,5.287628173828125,0.3725299892590146,-0.9768715500831604,1793.0,0.101980001,0.8855676103423512,0.551495670736552,generated_image_00022.pt
1.0181998014450073,0.9651190638542175,0.05213194651527009,0.2947084307670593,14.0,0.645099998,6.641980972161873,,generated_image_00023.pt
1.784449577331543,1.5775699615478516,0.11593469404333534,-0.9734647274017334,42.0,0.679799974,2.975944689693741,1.1222738183627865,generated_image_00024.pt
10.829096794128418,7.081871032714844,0.3460330840745034,-0.7193280458450317,1408.0,0.163760006,0.960223404820573,1.0910732152964622,generated_image_00025.pt
2.112337589263916,1.8981056213378906,0.10141937965544545,-0.611268162727356,58.0,0.95235002,3.405483663792065,,generated_image_00026.pt
17.456584930419922,5.254378795623779,0.6990030514807352,0.6360551118850708,1956.0,0.254409999,0.40050180033466803,1.3089784715896244,generated_image_00027.pt
